clause_id,doc_id,document,source_location,clause_text,domain_markers,domain_marker_evidence,technical_tariff_clause,technical_tariff_evidence,policy_theme,best_theme_candidate,best_theme_score,second_theme_candidate,second_theme_score,score_margin,rule_keyword,top_evidence_keywords,confidence,evidence_strength,audit_note
C00556,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 9 ayat 1 huruf g,penambahan kapasitas pembangkit (ekspansi) dari PLTBm atau PLTBg,renewable_power,renewable_power: pltbm; pltbg,False,,Energy Security,Energy Security,1.0,Environmental Protection and Safety,0.0,1.0,kapasitas pembangkit,kapasitas pembangkit,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00557,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 9 ayat 1 huruf h,penambahan kapasitas pembangkit (ekspansi) dari PLTP,geothermal,geothermal: pltp,False,,Energy Security,Energy Security,1.0,Environmental Protection and Safety,0.0,1.0,kapasitas pembangkit,kapasitas pembangkit,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00572,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 12 ayat 1 huruf f,"PLTP, untuk semua kapasitas pembangkit",geothermal,geothermal: pltp,False,,Energy Security,Energy Security,1.0,Environmental Protection and Safety,0.0,1.0,kapasitas pembangkit,kapasitas pembangkit,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00061,UU30_2007,UU No. 30 Tahun 2007,Pasal 8 ayat 1,Setiap kegiatan pengelolaan energi wajib mengutamakan penggunaan teknologi yang ramah lingkungan dan memenuhi ketentuan yang disyaratkan dalam peraturan perundang-undangan di bidang lingkungan hidup,,,False,,Environmental Protection and Safety,Environmental Protection and Safety,3.0,Governance and Institutional Responsibility,2.8,0.2,"lingkungan hidup, ramah lingkungan","lingkungan hidup, ramah lingkungan",0.67,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00968,UU21_2014,UU No. 21 Tahun 2014,Pasal 65 ayat 2 huruf b,memperoleh manfaat atas kegiatan pengusahaan Panas Bumi melalui kewajiban perusahaan untuk memenuhi tanggung jawab sosial perusahaan dan/atau pengembangan masyarakat sekitar,geothermal,geothermal: panas bumi,False,,Environmental Protection and Safety,Environmental Protection and Safety,1.35,Renewable and Sustainable Energy,1.05,0.3,tanggung jawab sosial,tanggung jawab sosial,0.543,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00334,PP79_2014,PP No. 79 Tahun 2014,Pasal 19 ayat 3 huruf c,mengutamakan penggunaan teknologi yang ramah lingkungan,,,False,,Environmental Protection and Safety,Environmental Protection and Safety,1.0,Renewable and Sustainable Energy,0.0,1.0,ramah lingkungan,ramah lingkungan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00873,UU21_2014,UU No. 21 Tahun 2014,Pasal 42 ayat 3,"Penyelesaian sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan secara musyawarah dan mufakat dengan cara jual beli, tukar-menukar, ganti rugi yang layak, pengakuan atau bentuk penggantian lain kepada pemakai tanah di atas tanah negara atau pemegang hak",,,False,,Environmental Protection and Safety,Environmental Protection and Safety,1.0,Renewable and Sustainable Energy,0.0,1.0,ganti rugi,ganti rugi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00955,UU21_2014,UU No. 21 Tahun 2014,Pasal 63 huruf g,pengelolaan lindungan lingkungan dan reklamasi,,,False,,Environmental Protection and Safety,Environmental Protection and Safety,1.0,Renewable and Sustainable Energy,0.0,1.0,reklamasi,reklamasi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00690,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 34 ayat 2,Proses pelaksanaan pembelian Tenaga Listrik menggunakan mekanisme penunjukan langsung sebagaimana dimaksud pada ayat (1) oleh PT PLN (Persero) dilaksanakan paling lama 12 (dua belas) bulan sejak Peraturan Presiden ini mulai berlaku,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Energy Security,0.45,0.05,"peraturan, pelaksanaan","pelaksanaan, peraturan",0.462,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00343,PP79_2014,PP No. 79 Tahun 2014,Pasal 20 ayat 3,Pemerintah mengatur harga batubara dalam negeri sampai terbentuknya pasar yang efisien,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.45,Energy Security,0.35,0.1,"pemerintah, mengatur","mengatur, pemerintah",0.461,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00702,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 41,"Pada saat Peraturan Presiden ini mulai berlaku peraturan perundang-undangan yang merupakan peraturan pelaksanaan dari peraturan perundang-undangan mengenai Energi Terbarukan untuk Penyediaan Tenaga Listrik, dinyatakan masih tetap berlaku sepanjang tidak bertentangan dengan ketentuan dalam Peraturan Presiden ini",renewable_power,renewable_power: energi terbarukan,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,2.1,Renewable and Sustainable Energy,2.0,0.1,"peraturan, peraturan perundang-undangan, ketentuan, pelaksanaan","peraturan perundang-undangan, pelaksanaan, ketentuan, peraturan",0.593,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00697,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 36,"Proses pengadaan yang dilakukan oleh PT PLN (Persero) untuk pembelian Tenaga Listrik yang memanfaatkan sumber Energi Terbarukan yang sedang berlangsung sampai pada tahap memasukkan penawaran harga sebelum Peraturan Presiden ini, pelaksanaan pembelian dan harga Tenaga Listriknya dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan sebelum Peraturan Presiden ini mulai berlaku",renewable_power,renewable_power: energi terbarukan,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,3.45,Renewable and Sustainable Energy,3.35,0.1,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan, pelaksanaan","peraturan perundang-undangan, ketentuan peraturan perundang-undangan, pelaksanaan, ketentuan, peraturan",0.701,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00817,UU21_2014,UU No. 21 Tahun 2014,Pasal 23 ayat 2,Izin Panas Bumi sebagaimana dimaksud pada ayat (1) diberikan oleh Menteri kepada Badan Usaha berdasarkan hasil penawaran Wilayah Kerja,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Renewable and Sustainable Energy,0.35,0.15,"menteri, badan usaha","badan usaha, menteri",0.467,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00830,UU21_2014,UU No. 21 Tahun 2014,Pasal 26 ayat 2,Badan Usaha pemegang Izin Panas Bumi wajib mengembalikan secara bertahap sebagian atau seluruh Wilayah Kerja kepada Pemerintah,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Renewable and Sustainable Energy,0.35,0.15,"pemerintah, badan usaha","badan usaha, pemerintah",0.467,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00834,UU21_2014,UU No. 21 Tahun 2014,Pasal 28,"Pemerintah dalam melakukan Eksplorasi, Eksploitasi, dan/atau pemanfaatan dapat menugasi badan layanan umum atau badan usaha milik negara yang berusaha di bidang Panas Bumi",geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Renewable and Sustainable Energy,0.35,0.15,"pemerintah, badan usaha","badan usaha, pemerintah",0.467,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00591,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 4 ayat 5,"Dalam hal pelaksanaan pembelian Tenaga Listrik sebagaimana dimaksud pada ayat (4) hanya terdapat 1 (satu) peserta Badan Usaha setelah dilakukan pemilihan langsung dan pemilihan langsung ulang, pelaksanaan pembelian Tenaga Listrik dilaksanakan melalui penunjukan langsung",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.6,Energy Security,0.45,0.15,"badan usaha, pelaksanaan","badan usaha, pelaksanaan",0.475,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00791,UU21_2014,UU No. 21 Tahun 2014,Pasal 13 ayat 1,Setiap Orang yang memegang Izin Pemanfaatan Langsung wajib melakukan pengusahaan Panas Bumi untuk Pemanfaatan Langsung pada lokasi yang ditetapkan dalam izin,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,1.05,0.15,"izin pemanfaatan, ditetapkan","izin pemanfaatan, ditetapkan",0.523,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00828,UU21_2014,UU No. 21 Tahun 2014,Pasal 25,"Dalam hal kegiatan pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung berada pada wilayah konservasi di perairan, pemegang Izin Panas Bumi wajib mendapatkan izin dari menteri yang menyelenggarakan urusan pemerintahan di bidang kelautan",geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,1.05,0.15,"menteri, urusan pemerintahan","urusan pemerintahan, menteri",0.523,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00916,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf j,menyampaikan laporan tertulis pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung kepada Menteri secara berkala atas,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,1.05,0.15,"menteri, laporan","laporan, menteri",0.523,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00967,UU21_2014,UU No. 21 Tahun 2014,Pasal 65 ayat 2 huruf a,memperoleh informasi yang berkaitan dengan pengusahaan Panas Bumi melalui Pemerintah atau Pemerintah Daerah sesuai dengan kewenangannya,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,1.05,0.15,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.523,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00986,UU21_2014,UU No. 21 Tahun 2014,Pasal 68,Setiap Orang yang memegang Izin Pemanfaatan Langsung yang dengan sengaja melakukan pengusahaan Panas Bumi untuk Pemanfaatan Langsung tidak pada lokasi yang ditetapkan dalam Izin sebagaimana dimaksud dalam,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,1.05,0.15,"izin pemanfaatan, ditetapkan","izin pemanfaatan, ditetapkan",0.523,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00274,PP79_2014,PP No. 79 Tahun 2014,Pasal 12 ayat 1,Pemanfaatan Sumber Daya Energi nasional dilaksanakan oleh Pemerintah dan/atau Pemerintah Daerah mengacu pada strategi sebagai berikut,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.5,Energy Security,1.35,0.15,"pemerintah, pemerintah daerah, strategi","pemerintah daerah, strategi, pemerintah",0.547,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00348,PP79_2014,PP No. 79 Tahun 2014,Pasal 20 ayat 4 huruf d,penyempurnaan Pengelolaan Energi panas bumi melalui pembagian risiko antara pemegang izin usaha penyediaan tenaga listrik dan pengembang,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,2.0,Renewable and Sustainable Energy,1.85,0.15,"pengelolaan energi, izin usaha","pengelolaan energi, izin usaha",0.587,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00629,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 22 ayat 2 huruf b,fasilitas impor berupa pembebasan bea masuk impor dan/atau pajak dalam rangka impor sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan dan kepabeanan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,3.15,Economic and Pricing Policy,3.0,0.15,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan","peraturan perundang-undangan, ketentuan peraturan perundang-undangan, ketentuan, peraturan",0.679,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00842,UU21_2014,UU No. 21 Tahun 2014,Pasal 31 ayat 3,"Sebelum melakukan pengeboran sumur Eksplorasi, pemegang Izin Panas Bumi wajib memiliki izin lingkungan sesuai dengan ketentuan peraturan perundang-undangan di bidang perlindungan dan pengelolaan lingkungan hidup",geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,3.15,Environmental Protection and Safety,3.0,0.15,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan","peraturan perundang-undangan, ketentuan peraturan perundang-undangan, ketentuan, peraturan",0.679,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00845,UU21_2014,UU No. 21 Tahun 2014,Pasal 32 ayat 2 huruf a,memiliki izin lingkungan sesuai dengan ketentuan peraturan perundang-undangan di bidang perlindungan dan pengelolaan lingkungan hidup yang termasuk dalam Studi Kelayakan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,3.15,Environmental Protection and Safety,3.0,0.15,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan","peraturan perundang-undangan, ketentuan peraturan perundang-undangan, ketentuan, peraturan",0.679,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00650,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 23 ayat 11,Menteri/kepala lembaga yang menyelenggarakan urusan pemerintahan di bidang investasi/koordinasi penanaman modal memberikan dukungan sebagaimana dimaksud pada ayat (1) berupa kepastian pelaksanaan kemudahan perizinan berusaha dan fasilitas penanaman modal dalam pengembangan Energi Terbarukan di pusat dan daerah,renewable_power,renewable_power: energi terbarukan,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,3.5,Renewable and Sustainable Energy,3.35,0.15,"menteri, urusan pemerintahan, koordinasi, perizinan, pelaksanaan","urusan pemerintahan, koordinasi, perizinan, pelaksanaan, menteri",0.707,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00622,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 21 ayat 1,Badan Usaha yang telah ditetapkan sebagai pemenang pemilihan langsung atau penunjukan langsung sebagaimana dimaksud dalam Pasal 14 ayat (1) selanjutnya berkontrak dengan PT PLN (Persero),,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Economic and Pricing Policy,0.3,0.2,"badan usaha, ditetapkan","badan usaha, ditetapkan",0.47,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
C00623,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 21 ayat 2,Badan Usaha yang berkontrak dengan PT PLN (Persero) sebagaimana dimaksud pada ayat (1) ditetapkan sebagai PPL,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.5,Economic and Pricing Policy,0.3,0.2,"badan usaha, ditetapkan","badan usaha, ditetapkan",0.47,ambiguous_small_margin,weighted keyword rule; needs review due to low score or small margin
